module_code,course_name,course_provider,course_level,module_name,difficulty_level,keywords,link
CL2806,Expert Cloud Computing Course,LinkedIn Learning,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://linkedinlearning.com/cloud-computing/expert
CL2807,Intermediate Cloud Computing Course,edX,Intermediate,Intermediate Concepts in Intermediate Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://edx.com/cloud-computing/intermediate
BL2808,Expert Blockchain Course,Pluralsight,Expert,Introduction to Expert Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://pluralsight.com/blockchain/expert
DE2809,Intermediate DevOps Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://linkedinlearning.com/devops/intermediate
MA2810,Expert Machine Learning Course,Google Developers,Expert,Advanced Topics in Expert Machine Learning Course,Hard,"machine learning, AI, artificial intelligence",https://googledevelopers.com/machine-learning/expert
WE2811,Expert Web Development Course,Udemy,Expert,Advanced Topics in Expert Web Development Course,Hard,"web development, frontend, backend, full-stack",https://udemy.com/web-development/expert
MO2812,Expert Mobile App Development Course,Google Developers,Expert,Intermediate Concepts in Expert Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/expert
IO2813,Beginner IoT Course,Pluralsight,Beginner,Introduction to Beginner IoT Course,Easy,"IoT, internet of things, smart devices",https://pluralsight.com/iot/beginner
MO2814,Expert Mobile App Development Course,Google Developers,Expert,Introduction to Expert Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/expert
MO2815,Intermediate Mobile App Development Course,LinkedIn Learning,Intermediate,Advanced Topics in Intermediate Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/intermediate
AI2816,Beginner AI Course,Pluralsight,Beginner,Introduction to Beginner AI Course,Easy,"AI, deep learning, machine learning",https://pluralsight.com/ai/beginner
AI2817,Intermediate AI Course,Udemy,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://udemy.com/ai/intermediate
IO2818,Intermediate IoT Course,Coursera,Intermediate,Introduction to Intermediate IoT Course,Easy,"IoT, internet of things, smart devices",https://coursera.com/iot/intermediate
CL2819,Beginner Cloud Computing Course,Pluralsight,Beginner,Advanced Topics in Beginner Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/beginner
AI2820,Intermediate AI Course,Udemy,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://udemy.com/ai/intermediate
DE2821,Expert DevOps Course,Pluralsight,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/expert
AI2822,Beginner AI Course,edX,Beginner,Intermediate Concepts in Beginner AI Course,Medium,"AI, deep learning, machine learning",https://edx.com/ai/beginner
DA2823,Expert Data Science Course,Google Developers,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/expert
SO2824,Expert Software Engineering Course,Udemy,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://udemy.com/software-engineering/expert
WE2825,Intermediate Web Development Course,Google Developers,Intermediate,Advanced Topics in Intermediate Web Development Course,Hard,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/intermediate
BL2826,Expert Blockchain Course,Udemy,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/expert
MA2827,Expert Machine Learning Course,Pluralsight,Expert,Introduction to Expert Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/expert
CL2828,Expert Cloud Computing Course,Pluralsight,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/expert
MO2829,Beginner Mobile App Development Course,Pluralsight,Beginner,Intermediate Concepts in Beginner Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/beginner
AI2830,Intermediate AI Course,edX,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://edx.com/ai/intermediate
MO2831,Intermediate Mobile App Development Course,Pluralsight,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://pluralsight.com/mobile-app-development/intermediate
MO2832,Intermediate Mobile App Development Course,LinkedIn Learning,Intermediate,Intermediate Concepts in Intermediate Mobile App Development Course,Medium,"mobile app development, Android, iOS, Flutter",https://linkedinlearning.com/mobile-app-development/intermediate
CL2833,Expert Cloud Computing Course,Pluralsight,Expert,Intermediate Concepts in Expert Cloud Computing Course,Medium,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/expert
IO2834,Intermediate IoT Course,edX,Intermediate,Advanced Topics in Intermediate IoT Course,Hard,"IoT, internet of things, smart devices",https://edx.com/iot/intermediate
DE2835,Expert DevOps Course,Google Developers,Expert,Advanced Topics in Expert DevOps Course,Hard,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/expert
WE2836,Beginner Web Development Course,Coursera,Beginner,Intermediate Concepts in Beginner Web Development Course,Medium,"web development, frontend, backend, full-stack",https://coursera.com/web-development/beginner
CY2837,Intermediate Cybersecurity Course,Coursera,Intermediate,Advanced Topics in Intermediate Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://coursera.com/cybersecurity/intermediate
CL2838,Expert Cloud Computing Course,Google Developers,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://googledevelopers.com/cloud-computing/expert
UI2839,Intermediate UI/UX Design Course,Pluralsight,Intermediate,Intermediate Concepts in Intermediate UI/UX Design Course,Medium,"UI, UX, design, user experience, user interface",https://pluralsight.com/ui/ux-design/intermediate
BL2840,Beginner Blockchain Course,Udemy,Beginner,Intermediate Concepts in Beginner Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/beginner
DE2841,Expert DevOps Course,Pluralsight,Expert,Intermediate Concepts in Expert DevOps Course,Medium,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/expert
DA2842,Expert Data Science Course,Udemy,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://udemy.com/data-science/expert
IO2843,Intermediate IoT Course,edX,Intermediate,Introduction to Intermediate IoT Course,Easy,"IoT, internet of things, smart devices",https://edx.com/iot/intermediate
BL2844,Expert Blockchain Course,Udemy,Expert,Intermediate Concepts in Expert Blockchain Course,Medium,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/expert
DA2845,Beginner Data Science Course,Coursera,Beginner,Advanced Topics in Beginner Data Science Course,Hard,"data science, big data, analysis, statistics",https://coursera.com/data-science/beginner
CL2846,Intermediate Cloud Computing Course,Udemy,Intermediate,Introduction to Intermediate Cloud Computing Course,Easy,"cloud, AWS, Azure, GCP",https://udemy.com/cloud-computing/intermediate
UI2847,Expert UI/UX Design Course,edX,Expert,Introduction to Expert UI/UX Design Course,Easy,"UI, UX, design, user experience, user interface",https://edx.com/ui/ux-design/expert
DE2848,Expert DevOps Course,Pluralsight,Expert,Introduction to Expert DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://pluralsight.com/devops/expert
CY2849,Beginner Cybersecurity Course,LinkedIn Learning,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://linkedinlearning.com/cybersecurity/beginner
BL2850,Expert Blockchain Course,Udemy,Expert,Advanced Topics in Expert Blockchain Course,Hard,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/expert
IO2851,Beginner IoT Course,Google Developers,Beginner,Intermediate Concepts in Beginner IoT Course,Medium,"IoT, internet of things, smart devices",https://googledevelopers.com/iot/beginner
MO2852,Intermediate Mobile App Development Course,Google Developers,Intermediate,Introduction to Intermediate Mobile App Development Course,Easy,"mobile app development, Android, iOS, Flutter",https://googledevelopers.com/mobile-app-development/intermediate
MO2853,Expert Mobile App Development Course,Udemy,Expert,Advanced Topics in Expert Mobile App Development Course,Hard,"mobile app development, Android, iOS, Flutter",https://udemy.com/mobile-app-development/expert
DE2854,Expert DevOps Course,Google Developers,Expert,Introduction to Expert DevOps Course,Easy,"devops, automation, CI/CD, infrastructure",https://googledevelopers.com/devops/expert
CY2855,Beginner Cybersecurity Course,Udemy,Beginner,Introduction to Beginner Cybersecurity Course,Easy,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/beginner
WE2856,Expert Web Development Course,Google Developers,Expert,Introduction to Expert Web Development Course,Easy,"web development, frontend, backend, full-stack",https://googledevelopers.com/web-development/expert
AI2857,Intermediate AI Course,Google Developers,Intermediate,Advanced Topics in Intermediate AI Course,Hard,"AI, deep learning, machine learning",https://googledevelopers.com/ai/intermediate
BL2858,Beginner Blockchain Course,Udemy,Beginner,Introduction to Beginner Blockchain Course,Easy,"blockchain, cryptocurrency, smart contracts",https://udemy.com/blockchain/beginner
AI2859,Intermediate AI Course,Pluralsight,Intermediate,Introduction to Intermediate AI Course,Easy,"AI, deep learning, machine learning",https://pluralsight.com/ai/intermediate
AI2860,Expert AI Course,LinkedIn Learning,Expert,Intermediate Concepts in Expert AI Course,Medium,"AI, deep learning, machine learning",https://linkedinlearning.com/ai/expert
WE2861,Intermediate Web Development Course,LinkedIn Learning,Intermediate,Introduction to Intermediate Web Development Course,Easy,"web development, frontend, backend, full-stack",https://linkedinlearning.com/web-development/intermediate
CL2862,Expert Cloud Computing Course,Pluralsight,Expert,Advanced Topics in Expert Cloud Computing Course,Hard,"cloud, AWS, Azure, GCP",https://pluralsight.com/cloud-computing/expert
CY2863,Expert Cybersecurity Course,Udemy,Expert,Advanced Topics in Expert Cybersecurity Course,Hard,"cybersecurity, information security, encryption",https://udemy.com/cybersecurity/expert
DA2864,Expert Data Science Course,LinkedIn Learning,Expert,Introduction to Expert Data Science Course,Easy,"data science, big data, analysis, statistics",https://linkedinlearning.com/data-science/expert
MA2865,Expert Machine Learning Course,Pluralsight,Expert,Introduction to Expert Machine Learning Course,Easy,"machine learning, AI, artificial intelligence",https://pluralsight.com/machine-learning/expert
SO2866,Expert Software Engineering Course,Coursera,Expert,Intermediate Concepts in Expert Software Engineering Course,Medium,"software engineering, programming, coding, development",https://coursera.com/software-engineering/expert
DA2867,Intermediate Data Science Course,Google Developers,Intermediate,Intermediate Concepts in Intermediate Data Science Course,Medium,"data science, big data, analysis, statistics",https://googledevelopers.com/data-science/intermediate
SO2868,Beginner Software Engineering Course,LinkedIn Learning,Beginner,Intermediate Concepts in Beginner Software Engineering Course,Medium,"software engineering, programming, coding, development",https://linkedinlearning.com/software-engineering/beginner
